,ascentId,platform,userAvatar,userName,userSlug,date,difficulty,comment,userPrivate,countrySlug,countryName,areaSlug,areaName,sectorSlug,sectorName,traditional,firstAscent,chipped,withKneepad,badAnchor,badBolts,highFirstBolt,looseRock,badClippingPosition,isHard,isSoft,isBoltedByMe,isOverhang,isVertical,isSlab,isRoof,isAthletic,isEndurance,isCrimpy,isCruxy,isSloper,isTechnical,type,repeat,project,rating,category,recommended,secondGo,duplicate,isDanger,zlagGradeIndex,zlaggableName,zlaggableSlug,cragSlug,cragName,style,O-grade
12,8227724,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-14T12:00:00+00:00,9b,"9a+/b. Amazing longstanding project by Pedro Pons. Tried it once after Gran Bellanco, then two days of work. At first I thouhht it might be even 9b+, but I found better betas and with every try it got easier. Really uncertain with the grade.",False,spain,Spain,,,pilas-alcalinas-2cd27,Pilas alcalinas,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,False,False,False,37,El Maquinista,el-maquinista,montanejos,Montanejos,repeat,?
13,8227714,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-11T12:00:00+00:00,8b+,"L1 8a (onsight), L2 8b+ 2nd go, L3 6c",False,spain,Spain,,,centro-estrecho,Centro Estrecho,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,False,False,False,32,Have a Vernich with Adam Ondra,have-a-vernich-with-adam-ondra,montanejos,Montanejos,repeat,?
14,8227709,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-11T12:00:00+00:00,9a,"Unfortunately broke a tiny edge under my kneepad and got tangled into the rope while I was holding the swing on my onsight try. Kneepads make the route much easier, definitely easy 9a. Ramon's way with no kneebaring is pretty hard. Kneebaring it without kneepads would be the worst thing ever though.",False,spain,Spain,,,cova-negra,cova negra,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,False,False,False,False,35,La Parada de los Monstruos,la-parada-de-los-monstruos,montanejos,Montanejos,repeat,?
15,8212675,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-08T12:00:00+00:00,8a+,Felt quite hard :-),False,spain,Spain,,,pilas-alcalinas-2cd27,Pilas alcalinas,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,3,0,False,False,False,False,30,Manolete pa que te metes,manolete-paque-te-metes,montanejos,Montanejos,onsight,1
16,8212680,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-08T12:00:00+00:00,8b,"Fell off the start almost in the dark as I couldnt see, lowered down and did it immediately",False,spain,Spain,,,pilas-alcalinas-2cd27,Pilas alcalinas,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,2,0,False,True,False,False,31,Efecto mariposa,efecto-mariposa,montanejos,Montanejos,repeat,?
17,8212672,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-08T12:00:00+00:00,9a,"8c+/9a. Great route and great moment shared with ethusiastic locals. Hard to tell about the grade, I climbed without any mistakes, tried hard where it was necessary, climbed relaxed where it was possible. Amazing power endurance secon on pinches on the top.",False,spain,Spain,,,pilas-alcalinas-2cd27,Pilas alcalinas,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,35,El Gran Bellanco,el-gran-bellanco,montanejos,Montanejos,onsight,1
18,8212706,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-05T12:00:00+00:00,8b+,"Basically onsight, just doesn't count as it shares the first 2bolts with Un Chant pour Phil. Absolute classic",False,switzerland,Switzerland,basler-jura,Basler Jura,sector-b-2040,Sector B – 2040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,True,False,False,False,32,Mines de rien,mines-de-rien,soyhieres-1c6b8,Soyhières,repeat,?
19,8212698,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-05T12:00:00+00:00,8b+,Great route with various sections,False,switzerland,Switzerland,basler-jura,Basler Jura,sector-b-2040,Sector B – 2040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,32,Déjà,deja,soyhieres-1c6b8,Soyhières,onsight,1
20,8212703,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-05T12:00:00+00:00,8c+,Short bouldery section that I was not far from onsighting.,False,switzerland,Switzerland,basler-jura,Basler Jura,sector-b-2040,Sector B – 2040,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,3,0,False,True,False,False,34,Les temps difficiles,les-temps-difficiles,soyhieres-1c6b8,Soyhières,repeat,?
21,8212702,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-05T12:00:00+00:00,8c,"Tricky sections, tiny holds + big moves 
Proud to onsight it!",False,switzerland,Switzerland,basler-jura,Basler Jura,sector-b-2040,Sector B – 2040,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,4,0,False,False,False,False,33,Un chant pour Phil,un-chant-pour-phil,soyhieres-1c6b8,Soyhières,onsight,1
22,8212693,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-04T12:00:00+00:00,9a+,"Extension of 7c+ across short roof and very hard crux getting out of the roof. Bad slopey holds and marginal kneebars, physical and technical at the same time, then dropable finish. Got very lucky with conditions that were cold and rainy, but for the time of the send it cleared up and and a bit of the wind picked up. Project bolted by Stephane Siegrist.",False,switzerland,Switzerland,,,grotte,Grotte,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,False,False,False,36,To be named,to-be-named,isenfluh,Isenfluh,repeat,?
23,8212684,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-11-04T12:00:00+00:00,8a+,Awesome route!!,False,switzerland,Switzerland,,,grotte,Grotte,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,30,Noahs Arche,noahs-arche,isenfluh,Isenfluh,onsight,1
24,8160092,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-23T12:00:00+00:00,9a,Freak moment to stick the crux move at the start! Thanks Jernej!!,False,slovenia,Slovenia,,,unknown-sector,Slap,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,f,False,False,4,0,False,False,False,False,35,Peščena ura,pescena-ura,sopota,Sopota,flash,1
25,8160096,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-23T12:00:00+00:00,8a+,"8a+ if you use the split rest, kneepads and have it dialed, for onsight not so easy.",False,slovenia,Slovenia,celje,Celje,desna-stran,Desna stran,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,4,0,False,False,False,False,30,Mumindol,mumindol,golobove-pecine,Golobove pečine,onsight,1
26,8160094,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-23T12:00:00+00:00,8a,Nice one,False,slovenia,Slovenia,celje,Celje,desna-stran,Desna stran,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,4,0,False,False,False,False,29,Graceland,graceland,golobove-pecine,Golobove pečine,onsight,1
27,8164314,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-18T12:00:00+00:00,8c,linkup of Nanebepění and Pupeční šňůra. Onsight ended with broken hold after the hard climbing was over.,False,czech-republic,Czechia,,,pupek,Pupek,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,3,0,False,True,False,False,33,Našňoření,nasnoreni,srbsko,Srbsko,repeat,?
28,8094201,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-01T12:00:00+00:00,8c,Almost as good as Kingslayer :-D epic fight to end the day,False,slovenia,Slovenia,,,orglce,Orglce,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,33,Inferno do vrha,inferno-do-vrha,ter,Ter,onsight,1
29,8094198,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-01T12:00:00+00:00,8c,"Hard to find a route so perfect, anywhere in the world. Not so clear for onsight, had to dig quite deep",False,slovenia,Slovenia,,,orglce,Orglce,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,True,False,False,False,33,Kingslayer,king-slayer,ter,Ter,onsight,1
30,8094223,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-10-01T12:00:00+00:00,9a+,"Just right of Umetnost. Bolted by Rajko Zajc and tried by Jernej Kruder. Easier intro into very intense power endurance masterpiece. Tried one day with wrong beta and got quite close, next day first try. Fantastic route, but mostly if your span is at 180cm at mininum. If you are shorter, it might go but much harder.",False,slovenia,Slovenia,,,orglce,Orglce,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,True,False,False,False,36,Fantazija,fantazija,ter,Ter,repeat,?
31,8094205,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-09-30T12:00:00+00:00,8a,,False,slovenia,Slovenia,,,orglce,Orglce,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,29,Divjina,divjina,ter,Ter,onsight,1
32,8084269,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-09-28T12:00:00+00:00,8c,"absolute kingline, to the right of Devica. Bolted by Igor Čorko. Close to onsighting not using the jug on the left in the middle of the crux seqeunce (8c+ for sure), but probably it is not logical to avoid it.",False,croatia,Croatia,,,right-side,Right side,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,False,True,False,False,33,To je to!,to-je-to,vranjaca,Vranjača,repeat,?
33,8084262,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-09-28T12:00:00+00:00,9b,"Start like A je to, but then go straight up via very hard crux, some easier climbing and dropable second crux. Bolted and tried in August, now on my second day.",False,croatia,Croatia,,,right-side,Right side,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,False,False,False,37,B je to!,b-je-to,vranjaca,Vranjača,repeat,?
34,8084278,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-09-25T12:00:00+00:00,8c+,"very strange and awkward, but totally amazing at the same time. Hard to grade and height dependent.",False,slovakia,Slovakia,,,velka-stena-bd4xt-verrev,Vel'ká stena,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,False,False,False,34,Filantrop L2,filantrop-l2,harmanec-krpcovo,Harmanec Krpcovo,repeat,?
35,8084272,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-09-24T12:00:00+00:00,9a,amazing power endurance climbing. Vision by Pepa Šindel.,False,slovakia,Slovakia,,,velka-stena-bd4xt-verrev,Vel'ká stena,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,False,False,False,False,35,Ratatouille,ratatouille,harmanec-krpcovo,Harmanec Krpcovo,repeat,?
36,8084275,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-09-24T12:00:00+00:00,8b+,"after Pepa Šindel, very good one",False,slovakia,Slovakia,,,amfiteater-a8a11,Amfiteater,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f,False,False,5,0,False,False,False,False,32,Carpe diem,carpe-diem,harmanec-krpcovo,Harmanec Krpcovo,flash,1
37,8007210,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-31T12:00:00+00:00,9a,40 meters of madness only slightly overhanging. One of the best in Arco in my opinion. Just incredible route that felt around 9a/a+? ,False,italy,Italy,,,unknown-sector,Unknown Sector,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,True,False,False,False,35,Chiave della volta,chiave-della-volta,secret-spot,Secret spot,repeat,?
38,8007197,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-27T12:00:00+00:00,8b,"fun bouldery moves, felt quite hard in this heat",False,croatia,Croatia,paklenica,Paklenica,klanci,Klanci,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,4,0,False,False,False,False,31,Moskito,moskito,klanci,Klanci,onsight,1
39,8007200,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-27T12:00:00+00:00,8a+,"very good, very hot",False,croatia,Croatia,paklenica,Paklenica,sindrom,Sindrom,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,30,Compadres de puta madre,compadres-de-puta-madre,sindrom,Sindrom,onsight,1
40,8007206,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-27T12:00:00+00:00,8a+,in the dark with headlamp it was quite interesting. very fun route,False,croatia,Croatia,paklenica,Paklenica,sindrom,Sindrom,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,30,Žrelo,zrelo,sindrom,Sindrom,onsight,1
41,8007196,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-26T12:00:00+00:00,9a+,"Maybe 9a, maybe 9a+? 9a/a+ is probably the best grade. Hard power endurance climbing up to the first anchor which could soft 9a, then some reachy climbing in the roof with kneebars. ",False,croatia,Croatia,,,right-side,Right side,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,5,0,False,False,False,False,36,A je to!,a-je-to,vranjaca,Vranjača,repeat,?
42,8007190,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-20T12:00:00+00:00,8b+,very good one!!! extension to Sado Maso,False,croatia,Croatia,,,right-side,Right side,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,32,Lepa Brena,lepa-brena,vranjaca,Vranjača,onsight,1
43,8007186,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-20T12:00:00+00:00,8b,"very good one, did the straight version",False,croatia,Croatia,,,left-side,Left side,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,31,Sexy shop,sexy-shop,vranjaca,Vranjača,onsight,1
44,8007191,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-20T12:00:00+00:00,8a,,False,croatia,Croatia,,,left-side,Left side,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,29,Striptizeta,striptizeta,vranjaca,Vranjača,onsight,1
45,8007187,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-20T12:00:00+00:00,8b+,a couple of hard moves not so obvious to onsight,False,croatia,Croatia,,,left-side,Left side,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,4,0,False,False,False,False,32,Severina ,severina,vranjaca,Vranjača,onsight,1
46,8007181,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-08-20T12:00:00+00:00,8b,end of the day,False,croatia,Croatia,,,right-side,Right side,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,31,Sisa fetish,sisa-fetish,vranjaca,Vranjača,onsight,1
47,7667598,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-04-25T12:00:00+00:00,8c+,Nice bouldery route on good rock,False,slovakia,Slovakia,,,jaskyna,Jaskyňa,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,False,False,False,34,Haremyeb,haremyeb,velka-pec,Velká pec,repeat,?
48,7667600,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-04-25T12:00:00+00:00,8b+,"Rosta Tomanec gave it 8b, but I think it is more 8b+",False,slovakia,Slovakia,,,jaskyna,Jaskyňa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f,False,False,3,0,False,False,False,False,32,Anacunda,anacunda,velka-pec,Velká pec,flash,1
49,7667595,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-04-25T12:00:00+00:00,8c+,"chipped roof, old abandoned porject, brutal power endurance climbing with por footholds",False,slovakia,Slovakia,,,jaskyna,Jaskyňa,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,3,0,False,False,False,False,34,Tadej Slabe,tadej-slabe,velka-pec,Velká pec,repeat,?
50,8084289,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-03-30T12:00:00+00:00,8c+,"roadside cliff 10km before Lauvsnes. old project from 2000, unfortunately partly chipped.  Guidebook: https://klatring.flatangeradventure.no/sector/3665",False,norway,Norway,,,vvs,VVS,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,4,0,False,True,False,False,34,Joika,joika,flatanger,Flatanger,repeat,?
51,7560980,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-03-18T12:00:00+00:00,8a,Going straight up is definitely logical and hard 8a. really good one!,False,malta,Malta,,,the-wave,The Wave,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,os,False,False,5,0,False,False,False,False,29,Death Moth,death-moth,victoria-lines,Victoria Lines,onsight,1
52,7560977,eight_a,https://d3byf4kaqtov0k.cloudfront.net/p/gallery/thumb/1476.jpg,Adam Ondra,adam-ondra,2023-03-17T12:00:00+00:00,8b,"Tricky boulder, hard to say if it has been done or not. Messed up my onsight try",False,malta,Malta,,,the-wave,The Wave,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rp,False,False,3,0,False,True,False,False,31,Number 3 in the topo,number-3-in-the-topo,victoria-lines,Victoria Lines,repeat,?
